season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
4,1,9,14,0,0,0,1,0.62,0.6212,0.41,0.2537,208,404,612
1,0,1,15,0,4,1,2,0.32,0.3182,0.45,0.19399999999999998,8,62,70
1,0,3,14,0,4,1,1,0.24,0.2576,0.21,0.1045,18,60,78
4,0,9,15,0,6,0,2,0.66,0.6212,0.74,0.1343,168,284,452
1,0,1,7,0,5,1,1,0.2,0.2121,0.69,0.1343,8,76,84
3,1,9,19,0,6,0,1,0.62,0.6212,0.41,0.1642,169,309,478
3,0,6,5,0,4,1,1,0.58,0.5455,0.64,0.2537,1,24,25
4,0,12,13,0,6,0,1,0.34,0.303,0.34,0.4179,47,239,286
2,0,3,11,0,1,1,2,0.42,0.4242,0.71,0.2985,32,47,79
1,0,12,12,0,5,1,1,0.32,0.3333,0.57,0.1343,38,159,197
4,0,12,5,0,5,1,1,0.22,0.2576,0.8,0.0896,0,23,23
4,0,11,22,0,1,1,1,0.36,0.3636,0.81,0.0896,6,102,108
1,1,3,15,0,5,1,1,0.46,0.4545,0.24,0.2537,50,188,238
2,1,4,0,0,0,0,2,0.36,0.3333,0.76,0.2537,8,59,67
3,1,9,17,0,4,1,1,0.74,0.6970000000000001,0.7,0.2537,67,741,808
3,0,6,13,0,2,1,1,0.74,0.6970000000000001,0.66,0.1642,49,158,207
1,1,3,21,0,2,1,1,0.32,0.3182,0.49,0.19399999999999998,5,143,148
3,0,8,23,0,1,1,1,0.6,0.6061,0.6,0.0896,19,56,75
2,0,3,12,0,2,1,1,0.46,0.4545,0.47,0.2537,35,86,121
1,1,3,15,0,2,1,2,0.62,0.6061,0.69,0.1045,67,177,244
4,1,11,22,0,5,1,1,0.32,0.303,0.53,0.2537,23,139,162
2,0,5,8,0,4,1,1,0.42,0.4242,0.5,0.2537,25,415,440
4,0,11,1,0,5,1,1,0.26,0.2273,0.44,0.3284,0,10,10
3,0,8,2,0,2,1,1,0.72,0.6818,0.7,0.0,9,3,12
4,0,11,22,0,4,1,1,0.36,0.3333,0.53,0.2836,5,84,89
4,1,10,1,0,1,1,1,0.4,0.4091,0.71,0.0,0,11,11
1,1,1,4,0,6,0,1,0.26,0.2576,0.6,0.1642,0,8,8
1,0,2,22,1,1,0,3,0.2,0.1667,0.75,0.4179,0,11,11
2,0,5,8,0,0,0,2,0.44,0.4394,0.77,0.1343,16,43,59
4,0,11,20,0,6,0,2,0.42,0.4242,0.58,0.0,55,86,141
1,1,1,21,0,2,1,1,0.32,0.3333,0.66,0.0896,7,109,116
4,1,11,13,0,2,1,3,0.28,0.2727,0.87,0.2537,4,73,77
4,0,10,20,0,5,1,3,0.34,0.3182,0.61,0.2239,12,131,143
4,0,11,7,0,4,1,2,0.38,0.3939,0.94,0.1642,6,266,272
2,0,3,1,0,2,1,1,0.42,0.4242,1.0,0.1343,6,13,19
4,1,12,5,0,2,1,3,0.34,0.303,0.71,0.3284,1,40,41
3,1,8,16,0,5,1,2,0.86,0.7879,0.41,0.2239,112,380,492
4,0,12,17,0,4,1,1,0.3,0.3182,0.49,0.1045,10,321,331
2,0,6,16,0,5,1,1,0.72,0.6364,0.26,0.3284,63,286,349
4,1,10,15,0,4,1,1,0.62,0.6061,0.65,0.1343,63,242,305
2,0,5,1,0,0,0,1,0.62,0.5606,0.88,0.1642,17,49,66
3,0,7,20,0,0,0,1,0.84,0.7879,0.49,0.1642,52,143,195
1,0,1,4,0,5,1,2,0.2,0.2121,0.69,0.1343,0,1,1
3,0,7,19,0,5,1,1,0.78,0.6667,0.25,0.19399999999999998,80,238,318
3,1,9,10,0,2,1,1,0.62,0.6212,0.38,0.0,54,142,196
2,1,4,7,0,3,1,1,0.34,0.3636,0.71,0.0,13,376,389
4,1,11,9,0,4,1,3,0.36,0.3636,0.57,0.1045,21,310,331
2,1,4,1,0,0,0,2,0.46,0.4545,0.82,0.3284,10,63,73
2,1,5,16,0,4,1,1,0.66,0.6212,0.31,0.19399999999999998,86,344,430
2,1,4,23,0,5,1,1,0.4,0.4091,0.4,0.2537,11,105,116
2,1,6,13,0,1,1,2,0.8,0.7121,0.41,0.2985,63,185,248
4,0,11,3,0,0,0,2,0.4,0.4091,0.66,0.2836,6,31,37
1,1,1,19,0,3,1,2,0.2,0.2273,0.4,0.1045,2,182,184
1,1,1,21,0,5,1,1,0.24,0.2121,0.41,0.2836,7,95,102
4,0,10,22,0,0,0,1,0.42,0.4242,0.77,0.1045,25,69,94
4,1,11,4,0,3,1,2,0.26,0.2576,0.7,0.19399999999999998,0,4,4
2,0,6,21,0,0,0,1,0.68,0.6364,0.79,0.1343,57,110,167
3,1,8,5,0,0,0,1,0.64,0.5758,0.89,0.19399999999999998,3,13,16
4,1,11,20,0,2,1,1,0.3,0.2879,0.61,0.2239,10,218,228
3,1,7,19,0,1,1,1,0.74,0.6818,0.55,0.1642,88,543,631
2,0,4,16,0,2,1,1,0.7,0.6515,0.58,0.3881,40,251,291
4,0,11,13,0,0,0,2,0.54,0.5152,0.6,0.19399999999999998,84,285,369
3,1,7,7,0,5,1,2,0.66,0.5909,0.89,0.19399999999999998,14,346,360
4,1,12,12,0,4,1,2,0.36,0.3485,0.53,0.1642,31,181,212
1,0,3,21,0,1,1,1,0.28,0.2727,0.38,0.2239,1,53,54
1,0,3,3,0,3,1,2,0.28,0.2727,1.0,0.2239,1,2,3
1,0,12,1,0,6,0,2,0.4,0.4091,0.62,0.2836,4,31,35
3,0,7,5,0,2,1,1,0.66,0.6212,0.69,0.0,1,19,20
4,0,11,22,0,3,1,1,0.36,0.3485,0.71,0.1343,7,99,106
2,0,5,13,0,5,1,3,0.6,0.6212,0.56,0.2836,60,172,232
1,1,1,5,0,2,1,2,0.3,0.3182,1.0,0.0896,0,26,26
4,0,10,16,0,1,1,1,0.42,0.4242,0.54,0.1642,30,242,272
4,0,11,19,0,3,1,1,0.38,0.3939,0.58,0.3881,6,116,122
2,0,6,3,0,2,1,1,0.58,0.5455,0.53,0.3284,1,1,2
2,0,6,15,0,5,1,1,0.78,0.6970000000000001,0.43,0.2239,62,181,243
3,1,8,11,0,3,1,1,0.72,0.6515,0.45,0.0,67,186,253
3,1,8,20,0,6,0,1,0.82,0.7727,0.52,0.2985,117,195,312
1,0,12,22,0,5,1,2,0.34,0.3333,0.71,0.1642,7,78,85
4,1,12,11,0,5,1,1,0.32,0.303,0.65,0.19399999999999998,31,180,211
4,1,10,8,0,1,1,2,0.6,0.6061,0.64,0.3881,24,713,737
2,0,4,2,0,3,1,1,0.58,0.5455,0.88,0.2537,0,5,5
4,0,12,22,0,5,1,2,0.3,0.303,0.49,0.1642,6,100,106
1,0,1,8,0,0,0,3,0.4,0.4091,0.71,0.2239,0,8,8
3,0,6,17,0,5,1,1,0.76,0.6667,0.37,0.2537,85,472,557
4,0,11,9,0,0,0,2,0.3,0.3182,0.75,0.0896,36,134,170
1,0,1,12,0,6,0,2,0.2,0.1818,0.59,0.3582,8,90,98
2,0,3,18,0,2,1,1,0.48,0.4697,0.44,0.0896,41,271,312
4,0,11,15,0,4,1,3,0.36,0.3333,0.81,0.2985,5,57,62
1,0,3,19,0,5,1,1,0.32,0.303,0.61,0.2537,5,102,107
3,1,9,18,0,3,1,1,0.76,0.7424,0.75,0.19399999999999998,82,757,839
2,1,5,2,0,0,0,2,0.54,0.5152,0.83,0.2836,29,64,93
4,0,11,3,0,3,1,1,0.3,0.3333,0.75,0.0,0,2,2
2,1,4,3,0,1,1,2,0.32,0.303,0.81,0.2836,0,1,1
3,0,8,22,0,5,1,1,0.6,0.5455,0.88,0.1343,25,97,122
1,1,2,22,0,1,1,1,0.44,0.4394,0.44,0.2537,9,83,92
1,0,2,2,0,6,0,2,0.24,0.2424,0.75,0.1642,5,12,17
4,1,11,14,0,5,1,2,0.4,0.4091,0.4,0.4925,63,199,262
2,1,6,23,0,5,1,1,0.64,0.6212,0.57,0.1642,52,163,215
3,0,9,22,0,2,1,1,0.64,0.5909,0.78,0.1343,24,120,144
3,0,7,20,0,2,1,1,0.82,0.7424,0.43,0.19399999999999998,57,251,308
4,1,11,9,0,2,1,3,0.32,0.303,0.81,0.3284,1,109,110
3,0,8,18,0,2,1,1,0.72,0.6515,0.34,0.19399999999999998,98,421,519
2,1,6,1,0,3,1,1,0.64,0.5909,0.78,0.0,7,21,28
3,1,9,2,0,6,0,1,0.7,0.6515,0.7,0.1642,8,61,69
2,1,3,1,0,3,1,1,0.52,0.5,0.83,0.0896,4,22,26
3,0,8,10,0,1,1,1,0.66,0.6212,0.47,0.2239,42,73,115
1,1,3,4,0,0,0,2,0.34,0.3333,0.46,0.19399999999999998,3,11,14
3,0,9,9,0,6,0,2,0.48,0.4697,0.67,0.2239,32,145,177
1,1,12,3,0,1,1,1,0.2,0.2576,0.75,0.0,1,2,3
1,1,1,4,0,5,1,2,0.4,0.4091,1.0,0.2985,1,3,4
3,0,9,17,0,4,1,3,0.48,0.4697,0.82,0.4627,31,230,261
4,1,10,16,0,2,1,3,0.62,0.5606,0.88,0.1343,46,328,374
2,0,5,3,0,1,1,3,0.54,0.5152,0.94,0.1642,0,4,4
4,0,11,12,0,5,1,1,0.46,0.4545,0.51,0.1045,126,146,272
4,0,12,20,0,6,0,1,0.3,0.3182,0.61,0.0896,17,110,127
4,0,11,18,0,0,0,1,0.42,0.4242,0.71,0.1045,39,146,185
3,1,7,15,0,0,0,1,0.9,0.8182,0.37,0.2836,101,244,345
1,1,1,0,0,5,1,2,0.26,0.2273,0.48,0.2985,3,24,27
4,0,10,1,0,6,0,1,0.4,0.4091,0.62,0.19399999999999998,20,50,70
2,0,5,7,0,5,1,1,0.4,0.4091,0.82,0.0,20,202,222
2,0,6,18,0,1,1,1,0.76,0.6667,0.31,0.1343,56,500,556
3,1,6,13,0,1,1,1,0.72,0.6667,0.51,0.2985,79,181,260
4,0,11,19,0,3,1,2,0.32,0.303,0.57,0.2836,6,273,279
2,0,6,6,0,0,0,1,0.62,0.5606,0.88,0.1045,5,9,14
2,1,5,2,0,1,1,1,0.5,0.4848,0.77,0.19399999999999998,1,5,6
3,0,9,6,0,4,1,2,0.6,0.5,1.0,0.1343,7,94,101
2,0,5,22,0,5,1,2,0.52,0.5,0.83,0.2239,25,107,132
2,1,6,15,0,3,1,1,0.9,0.8182,0.35,0.0,36,143,179
2,0,6,18,0,6,0,2,0.74,0.6818,0.55,0.19399999999999998,118,263,381
3,0,8,14,0,4,1,1,0.8,0.6970000000000001,0.29,0.0,39,103,142
2,1,4,23,0,2,1,1,0.5,0.4848,0.59,0.0,13,66,79
2,0,6,1,0,3,1,1,0.7,0.6667,0.84,0.2537,8,9,17
1,0,2,16,0,0,0,1,0.48,0.4697,0.44,0.1642,98,170,268
1,1,3,23,0,0,0,1,0.26,0.2576,0.41,0.19399999999999998,2,24,26
3,1,7,1,0,2,1,1,0.7,0.6667,0.74,0.1343,0,15,15
2,1,6,9,0,0,0,1,0.56,0.5303,0.68,0.1642,91,183,274
4,0,11,15,0,2,1,1,0.58,0.5455,0.46,0.1045,33,155,188
3,0,9,19,0,2,1,1,0.68,0.6364,0.69,0.1642,55,341,396
2,1,5,10,0,6,0,1,0.68,0.6364,0.79,0.2239,181,256,437
1,0,1,16,0,3,1,1,0.38,0.3939,0.58,0.3881,10,94,104
3,1,8,19,0,3,1,1,0.7,0.6515,0.61,0.1343,124,525,649
4,1,11,12,0,4,1,3,0.38,0.3939,0.62,0.1642,23,198,221
1,1,3,18,0,0,0,1,0.52,0.5,0.29,0.2836,133,256,389
3,0,8,18,0,1,1,1,0.78,0.6970000000000001,0.43,0.19399999999999998,68,475,543
3,1,7,10,0,6,0,3,0.58,0.5455,0.88,0.2537,49,219,268
2,1,4,3,0,6,0,1,0.36,0.3333,0.32,0.2537,7,21,28
3,1,9,8,0,2,1,2,0.66,0.6061,0.83,0.5522,32,640,672
4,0,12,11,0,1,1,2,0.26,0.2879,0.6,0.0896,15,100,115
2,1,4,21,0,4,1,1,0.52,0.5,0.83,0.2239,28,222,250
3,1,7,5,0,3,1,1,0.64,0.6061,0.65,0.1642,5,54,59
4,1,10,3,0,3,1,2,0.46,0.4545,0.88,0.0,0,6,6
2,1,5,6,0,0,0,1,0.5,0.4848,0.63,0.1343,4,21,25
3,1,8,7,0,6,0,2,0.64,0.5909,0.78,0.19399999999999998,14,88,102
2,1,5,4,0,1,1,2,0.54,0.5152,0.77,0.2239,3,3,6
4,1,12,5,0,4,1,1,0.22,0.2121,0.55,0.2836,0,32,32
2,0,3,9,0,0,0,1,0.22,0.2273,0.55,0.1343,17,37,54
4,0,10,22,1,1,0,1,0.56,0.5303,0.88,0.0896,22,104,126
4,0,12,10,0,4,1,1,0.26,0.2273,0.52,0.3284,1,109,110
3,1,8,11,0,1,1,1,0.76,0.7273,0.66,0.1343,108,152,260
3,0,8,2,0,5,1,1,0.62,0.6212,0.57,0.19399999999999998,0,15,15
1,0,2,13,0,1,1,1,0.58,0.5455,0.19,0.3881,27,93,120
3,1,8,0,0,1,1,2,0.72,0.6970000000000001,0.79,0.0,9,24,33
4,0,12,6,0,0,0,1,0.24,0.2879,0.93,0.0,1,3,4
4,0,10,15,0,0,0,1,0.52,0.5,0.52,0.1642,171,216,387
2,1,5,16,0,2,1,3,0.64,0.6061,0.73,0.2239,54,335,389
2,1,4,4,0,0,0,2,0.36,0.3485,0.87,0.1343,0,4,4
2,1,6,18,0,0,0,1,0.7,0.6364,0.34,0.2537,153,343,496
3,0,7,19,0,1,1,1,0.8,0.7576,0.55,0.2239,63,335,398
3,1,9,22,0,6,0,1,0.62,0.6212,0.57,0.19399999999999998,59,180,239
1,1,2,0,0,2,1,1,0.3,0.2879,0.7,0.19399999999999998,1,22,23
1,0,12,3,0,0,0,1,0.22,0.2727,0.72,0.0,1,3,4
4,1,12,21,0,4,1,1,0.28,0.3182,0.48,0.0,13,200,213
3,1,7,9,0,1,1,2,0.74,0.7121,0.74,0.1343,57,288,345
1,0,3,19,0,2,1,1,0.34,0.3485,0.31,0.1045,9,141,150
1,0,2,17,0,3,1,1,0.46,0.4545,0.28,0.2836,11,244,255
2,1,3,18,0,6,0,2,0.44,0.4394,0.72,0.4627,102,239,341
2,1,6,8,0,6,0,1,0.62,0.6061,0.61,0.1045,42,202,244
1,1,2,0,0,3,1,1,0.32,0.3485,0.57,0.0,0,22,22
3,1,7,8,0,0,0,1,0.7,0.6515,0.65,0.2239,37,90,127
1,0,2,8,0,6,0,3,0.2,0.2273,1.0,0.0896,0,10,10
3,1,9,5,0,3,1,2,0.52,0.5,0.68,0.2836,2,54,56
1,0,2,11,0,4,1,2,0.44,0.4394,0.44,0.2537,19,71,90
3,1,8,21,0,4,1,1,0.76,0.7273,0.66,0.2239,41,301,342
4,1,12,7,0,0,0,2,0.34,0.3485,0.87,0.0896,5,22,27
1,0,3,14,0,0,0,3,0.44,0.4394,1.0,0.2239,12,27,39
1,1,2,13,0,6,0,2,0.3,0.2879,0.7,0.19399999999999998,58,244,302
4,0,12,7,0,1,1,1,0.14,0.1515,0.86,0.1343,4,231,235
2,0,5,7,0,1,1,1,0.48,0.4697,0.63,0.2537,16,221,237
1,1,12,12,0,4,1,1,0.3,0.2727,0.49,0.4627,22,87,109
2,1,5,9,0,4,1,1,0.5,0.4848,0.59,0.4627,62,299,361
1,0,1,17,0,1,1,1,0.14,0.1212,0.5,0.2537,6,178,184
3,0,9,3,0,3,1,1,0.6,0.5455,0.88,0.1343,1,7,8
4,0,12,21,0,0,0,1,0.22,0.2727,0.64,0.0,9,80,89
3,0,9,10,0,4,1,2,0.64,0.5758,0.89,0.2239,19,101,120
2,0,5,11,0,6,0,2,0.52,0.5,0.94,0.1343,72,207,279
3,1,6,7,0,1,1,1,0.66,0.6212,0.74,0.2239,30,455,485
4,0,11,11,0,2,1,1,0.46,0.4545,0.63,0.1343,21,126,147
2,1,5,19,0,6,0,2,0.62,0.5909,0.73,0.3284,151,254,405
4,1,11,1,0,0,0,1,0.26,0.2879,0.81,0.0896,26,139,165
3,1,9,3,0,1,1,1,0.52,0.5,0.68,0.2836,5,7,12
1,1,1,15,0,5,1,1,0.52,0.5,0.27,0.2537,44,178,222
3,1,9,9,0,6,0,2,0.76,0.7121,0.58,0.19399999999999998,62,175,237
2,1,5,0,0,4,1,1,0.6,0.5758,0.78,0.1343,30,49,79
3,1,9,1,0,4,1,2,0.7,0.6667,0.84,0.0,2,16,18
2,1,6,2,0,3,1,1,0.62,0.5758,0.83,0.1343,0,4,4
4,0,10,12,0,3,1,3,0.52,0.5,0.94,0.3284,13,117,130
3,0,8,0,0,6,0,1,0.6,0.5455,0.88,0.0,21,107,128
4,1,11,2,0,3,1,2,0.28,0.2576,0.56,0.2985,6,68,74
2,1,4,2,0,0,0,1,0.46,0.4545,0.72,0.2836,7,49,56
4,0,10,8,0,5,1,2,0.56,0.5303,0.9,0.1642,23,186,209
4,1,11,12,0,4,1,1,0.36,0.3485,0.4,0.1642,11,225,236
1,1,3,6,0,6,0,2,0.42,0.4242,0.94,0.19399999999999998,1,29,30
4,1,12,7,0,3,1,2,0.26,0.2576,0.6,0.19399999999999998,3,366,369
4,1,10,17,0,5,1,2,0.56,0.5303,0.76,0.19399999999999998,125,692,817
3,0,8,3,0,1,1,1,0.7,0.6667,0.79,0.1642,0,4,4
2,1,5,11,0,2,1,2,0.6,0.6061,0.64,0.3881,60,157,217
2,1,6,5,0,6,0,1,0.6,0.6212,0.56,0.1045,4,15,19
1,1,1,10,1,1,0,2,0.14,0.1364,0.59,0.19399999999999998,19,107,126
2,1,5,12,0,2,1,2,0.7,0.6515,0.58,0.2239,41,228,269
1,1,1,12,0,6,0,1,0.3,0.2879,0.61,0.2836,70,244,314
2,1,4,5,0,1,1,1,0.38,0.3939,0.62,0.2537,1,19,20
3,1,9,23,0,1,1,1,0.54,0.5152,0.52,0.0,7,86,93
4,1,10,18,0,4,1,2,0.56,0.5303,0.64,0.3284,68,720,788
3,0,6,20,0,5,1,1,0.72,0.6515,0.45,0.1642,66,222,288
3,0,6,4,0,6,0,1,0.64,0.6212,0.57,0.19399999999999998,7,4,11
1,0,2,0,0,0,0,1,0.26,0.2121,0.35,0.4478,3,14,17
2,1,3,13,0,4,1,1,0.58,0.5455,0.78,0.0896,83,215,298
4,0,12,23,0,0,0,1,0.2,0.2273,0.75,0.1045,6,31,37
3,0,8,23,0,2,1,1,0.62,0.6061,0.61,0.0,19,74,93
2,1,5,14,0,4,1,1,0.74,0.6818,0.55,0.2239,72,180,252
2,0,4,19,0,3,1,1,0.44,0.4394,0.62,0.2537,15,160,175
4,0,10,22,0,4,1,1,0.46,0.4545,0.82,0.0,24,124,148
4,0,10,12,0,0,0,1,0.58,0.5455,0.35,0.2537,167,277,444
3,0,7,23,0,4,1,1,0.64,0.6061,0.65,0.2537,27,97,124
3,1,8,9,0,4,1,1,0.76,0.7273,0.66,0.1642,54,299,353
1,1,2,8,0,2,1,2,0.24,0.2879,0.7,0.0,3,510,513
1,0,3,2,0,6,0,2,0.3,0.2879,0.87,0.19399999999999998,5,15,20
3,0,7,21,0,5,1,1,0.82,0.7576,0.46,0.1642,29,134,163
3,1,8,15,0,1,1,1,0.72,0.6667,0.54,0.2537,102,207,309
2,0,5,2,0,0,0,2,0.52,0.5,1.0,0.1343,13,37,50
4,0,12,18,0,0,0,1,0.38,0.3939,0.71,0.0,10,161,171
2,0,5,0,0,0,0,1,0.54,0.5152,0.88,0.1642,31,100,131
1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35
4,1,11,12,0,1,1,1,0.36,0.3333,0.43,0.3284,38,206,244
4,0,12,10,0,2,1,2,0.42,0.4242,0.58,0.19399999999999998,20,109,129
3,1,7,5,0,1,1,1,0.66,0.6061,0.78,0.1045,10,40,50
2,0,4,20,0,2,1,1,0.34,0.3182,0.46,0.2836,4,87,91
2,0,5,17,0,3,1,1,0.6,0.5909,0.69,0.1343,78,487,565
3,1,8,7,0,2,1,2,0.7,0.6667,0.74,0.1343,21,481,502
3,0,6,1,0,4,1,1,0.72,0.6970000000000001,0.74,0.2239,5,26,31
4,0,10,21,0,2,1,2,0.54,0.5152,0.68,0.1343,28,178,206
4,0,9,2,0,6,0,2,0.58,0.5455,0.94,0.0896,14,54,68
1,0,3,9,0,4,1,3,0.4,0.4091,0.0,0.2239,1,23,24
4,0,11,4,0,1,1,1,0.44,0.4394,0.67,0.2239,0,5,5
3,1,8,12,0,0,0,1,0.74,0.6667,0.42,0.19399999999999998,163,342,505
3,1,9,10,0,2,1,2,0.72,0.6970000000000001,0.74,0.2537,42,130,172
2,0,5,9,0,4,1,2,0.54,0.5152,0.88,0.0896,40,176,216
3,0,7,15,0,6,0,1,0.76,0.6818,0.45,0.3284,205,223,428
2,1,5,14,0,3,1,2,0.64,0.6212,0.53,0.2537,68,175,243
1,0,2,20,0,4,1,1,0.14,0.1818,0.31,0.0896,4,93,97
4,0,10,23,0,0,0,1,0.26,0.303,0.87,0.0,7,30,37
4,1,11,11,0,2,1,3,0.3,0.2727,0.87,0.2985,6,59,65
2,1,6,21,0,6,0,2,0.64,0.6212,0.5,0.2239,98,192,290
1,1,1,21,0,3,1,1,0.3,0.3333,0.65,0.0,19,166,185
4,1,10,13,0,5,1,2,0.58,0.5455,0.68,0.1343,77,260,337
1,0,3,10,0,0,0,2,0.32,0.3485,0.45,0.0,55,81,136
2,1,4,7,0,0,0,3,0.42,0.4242,0.77,0.3881,2,22,24
2,0,4,15,0,0,0,1,0.66,0.6212,0.61,0.2537,167,202,369
4,0,11,7,0,0,0,1,0.42,0.4242,0.67,0.2239,4,19,23
4,0,10,7,0,2,1,2,0.52,0.5,0.88,0.0896,19,333,352
4,0,11,21,0,6,0,1,0.32,0.3485,0.66,0.0,19,99,118
1,0,2,1,0,3,1,1,0.2,0.2273,0.44,0.0896,0,9,9
3,0,9,16,0,3,1,2,0.66,0.6212,0.74,0.1045,51,230,281
4,1,12,15,0,1,1,2,0.5,0.4848,0.87,0.1642,29,207,236
2,0,6,9,0,3,1,2,0.74,0.7121,0.74,0.2239,34,173,207
4,0,10,7,0,6,0,1,0.42,0.4242,0.94,0.0896,27,46,73
3,0,7,3,0,4,1,1,0.72,0.6667,0.54,0.0,0,5,5
2,1,4,15,0,4,1,1,0.6,0.6212,0.43,0.0,66,196,262
4,1,11,4,0,1,1,1,0.22,0.2727,0.69,0.0,0,10,10
3,1,6,18,0,6,0,1,0.82,0.7121,0.26,0.2985,194,287,481
2,0,6,2,0,1,1,1,0.64,0.5758,0.89,0.0896,2,0,2
1,0,3,11,0,6,0,1,0.34,0.303,0.49,0.3284,36,83,119
4,0,10,12,0,2,1,2,0.6,0.5909,0.73,0.1642,51,130,181
1,0,12,21,0,2,1,1,0.32,0.3333,0.87,0.0896,11,52,63
1,0,2,13,0,0,0,1,0.42,0.4242,0.47,0.0,90,169,259
2,1,4,15,0,2,1,1,0.6,0.5909,0.2,0.19399999999999998,109,207,316
1,1,1,18,1,1,0,1,0.26,0.2273,0.52,0.3284,6,175,181
2,0,5,8,0,1,1,2,0.48,0.4697,0.77,0.2239,21,350,371
2,0,5,13,0,1,1,1,0.68,0.6364,0.51,0.0,61,153,214
2,0,6,23,0,5,1,1,0.72,0.6970000000000001,0.74,0.1642,36,110,146
2,1,3,12,0,4,1,2,0.54,0.5152,0.88,0.19399999999999998,48,224,272
3,0,8,14,0,5,1,2,0.78,0.7121,0.52,0.2537,81,164,245
3,0,7,6,0,1,1,1,0.68,0.6364,0.74,0.19399999999999998,19,102,121
4,1,11,9,0,3,1,1,0.28,0.2727,0.52,0.19399999999999998,13,309,322
4,1,12,14,0,6,0,2,0.4,0.4091,0.87,0.2836,164,378,542
1,1,2,14,0,2,1,2,0.32,0.2879,0.53,0.3881,16,108,124
4,1,9,12,0,3,1,1,0.68,0.6364,0.61,0.2239,56,260,316
2,1,4,6,0,2,1,1,0.6,0.6212,0.46,0.2537,8,136,144
4,0,11,3,0,1,1,3,0.44,0.4394,1.0,0.1343,0,4,4
3,0,7,7,0,2,1,1,0.7,0.6515,0.65,0.0896,22,248,270
1,0,12,9,0,3,1,2,0.4,0.4091,0.87,0.2239,14,220,234
3,1,7,8,0,2,1,1,0.72,0.6970000000000001,0.74,0.1343,34,615,649
4,1,12,3,0,5,1,1,0.2,0.2273,0.69,0.1045,0,12,12
2,1,5,5,0,4,1,1,0.62,0.6061,0.69,0.2537,1,32,33
4,0,12,11,0,1,1,1,0.26,0.2424,0.65,0.2537,22,105,127
4,1,11,12,0,2,1,1,0.32,0.3333,0.45,0.1343,31,217,248
1,1,2,6,0,3,1,2,0.24,0.2879,0.7,0.0,3,95,98
3,1,9,12,0,4,1,1,0.68,0.6364,0.44,0.1045,57,240,297
3,1,7,0,0,6,0,2,0.72,0.6667,0.48,0.0896,35,156,191
2,0,4,19,0,3,1,1,0.62,0.5909,0.78,0.2836,40,220,260
3,1,8,11,0,5,1,1,0.76,0.2424,0.52,0.2836,98,205,303
3,0,8,4,0,5,1,1,0.64,0.5758,0.83,0.0,1,7,8
4,0,11,6,0,5,1,2,0.38,0.3939,0.87,0.0896,2,64,66
1,0,1,20,0,1,1,1,0.14,0.1364,0.59,0.19399999999999998,1,80,81
1,1,2,15,0,4,1,1,0.54,0.5152,0.33,0.1343,46,171,217
1,1,2,19,0,2,1,1,0.42,0.4242,0.26,0.0,15,291,306
4,0,11,11,0,6,0,1,0.4,0.4091,0.62,0.1045,107,123,230
1,1,12,1,0,5,1,1,0.24,0.2273,0.6,0.19399999999999998,0,9,9
3,0,8,11,0,2,1,1,0.8,0.7727,0.59,0.2239,61,88,149
4,0,12,5,0,2,1,2,0.36,0.3788,0.57,0.0,0,15,15
4,0,11,10,0,4,1,2,0.4,0.4091,0.76,0.19399999999999998,12,98,110
3,1,7,23,0,0,0,3,0.68,0.6364,0.83,0.0896,25,98,123
1,1,2,20,0,5,1,1,0.4,0.4091,0.35,0.19399999999999998,13,158,171
2,1,3,22,0,1,1,1,0.36,0.3333,0.25,0.3582,13,80,93
4,0,12,1,0,6,0,1,0.26,0.2576,0.65,0.19399999999999998,9,62,71
4,1,12,16,0,6,0,1,0.4,0.4091,0.5,0.1343,85,328,413
1,1,3,22,0,1,1,2,0.56,0.5303,0.73,0.1642,17,131,148
1,1,2,11,0,1,1,1,0.26,0.2727,0.7,0.1343,12,104,116
3,0,8,15,0,3,1,1,0.76,0.6818,0.48,0.4478,63,141,204
4,1,12,22,0,6,0,2,0.3,0.3333,0.87,0.0,17,130,147
3,1,9,21,0,4,1,1,0.62,0.6061,0.65,0.1045,26,291,317
4,0,10,14,0,2,1,3,0.6,0.5909,0.73,0.1045,54,117,171
3,0,9,0,0,6,0,2,0.64,0.6061,0.73,0.1045,22,65,87
4,1,11,5,0,5,1,1,0.3,0.2879,0.56,0.19399999999999998,2,25,27
2,0,5,20,0,4,1,1,0.72,0.6667,0.58,0.1642,55,267,322
1,0,3,6,0,1,1,1,0.26,0.2727,0.65,0.1343,1,27,28
1,1,2,23,0,2,1,1,0.32,0.3333,0.57,0.1343,2,49,51
3,1,8,19,0,3,1,2,0.66,0.6212,0.74,0.0,56,524,580
1,1,1,23,0,2,1,1,0.32,0.3485,0.76,0.0,19,80,99
1,0,1,17,0,5,1,1,0.14,0.1212,0.28,0.3582,10,151,161
3,0,7,7,0,3,1,2,0.72,0.6970000000000001,0.79,0.0,24,288,312
4,1,10,15,0,6,0,1,0.5,0.4848,0.36,0.19399999999999998,251,364,615
2,1,5,23,0,4,1,2,0.64,0.5909,0.78,0.1343,36,131,167
2,0,6,9,0,1,1,1,0.62,0.6212,0.46,0.3582,35,189,224
